source1_entity_id	matched_entity_ids
S1-546910	S2-854037416,S3-440830911
S1-694296	S2-663972945,S3-961326118,S3-134632873,S3-260180216
S1-222518	S2-603106615,S2-915209613,S2-733254721
S1-578928	S2-756098056,S2-924695420,S3-658237917,S3-479776679
S1-855240	S2-739973853,S2-916494071,S3-849772834,S3-427768720
S1-355114	S2-728253150,S2-660335129,S2-350719702,S3-731664646
S1-543775	S2-348634386,S2-912495246
S1-352580	S2-181088449,S3-75277215,S3-318356730,S3-363467793
S1-774730	S2-733823774,S2-24358944,S2-854442674,S3-773686183
S1-801179	S2-158630664,S2-816636396,S3-433070054
S1-272971	S2-40672719,S3-679205256
S1-388812	S2-322746107,S3-81498507,S3-943300667,S3-965563743,S3-674735173
S1-353769	S2-898714130,S2-204443483,S2-797059951,S2-880179952,S3-193791238
S1-165493	S2-157604377,S2-783131948,S2-478320081,S3-107722082
S1-649171	S2-730457845,S2-35421976,S2-232814129,S3-412031978,S3-753859883
S1-105083	S2-708060142,S3-748593591
S1-29904	S2-992335611,S2-574418737,S2-407470278,S3-630067122,S3-811064927,S3-962557146
S1-379187	S2-157938954,S2-810929357,S3-123396631,S3-127382631
S1-429392	S2-347406770,S2-342320828,S3-963683035,S3-969756977,S3-226885981
S1-589111	
S1-178716	S2-70183054,S3-106483997,S3-325239123,S3-631896688
S1-539290	S2-817407507,S3-919767715,S3-339166412,S3-754229410
S1-83336	S2-522839932,S3-14401226,S3-370983891
S1-594177	S3-686347331
S1-416639	S2-888340021,S2-430251332,S3-120043786
S1-470357	S2-55348410,S3-714428622
S1-560605	S2-746272972,S3-911393746,S3-879146055
S1-396467	S3-438378175,S3-821145171,S3-519893823,S3-251016504
S1-772890	S2-242304258,S2-425096551,S3-147583118,S3-765283332
S1-527800	S2-274839569,S2-946449770,S3-928408428
S1-318459	S2-732634892,S2-352825625,S2-915688847,S3-356403887
S1-666974	S2-110926063,S3-557175810
S1-636745	S2-780783251,S2-513841224,S3-244193437,S3-579554082,S3-471678024,S3-648037264
S1-19377	S2-152946950,S3-253297742,S3-552498338,S3-527349736
S1-714535	S3-603576536,S3-669495380,S3-26638198,S3-3931370
S1-129223	S2-542276672,S2-903740385
S1-245531	S2-201542712,S3-920131959
S1-441353	S2-457314894,S3-710166156
S1-204338	S2-822650596,S3-73772266
S1-653298	S2-483010147,S2-502927688,S3-842027538,S3-864461328
S1-702492	S2-761082223,S3-6295596,S3-557282774,S3-70888912,S3-288444986
S1-74750	S2-372639331,S3-441142378,S3-369501016,S3-435408139,S3-967628743,S3-151494986
S1-668790	S2-343540990,S2-937158669,S3-404058826,S3-48153308
S1-795049	S2-502540499,S3-544209070,S3-937961900
S1-543207	S2-823682883,S2-703378794,S3-260333725,S3-386728023,S3-973720391,S3-89205425
S1-161704	S2-953495880,S3-915690755
S1-293537	S2-611411656,S3-708536977,S3-96139702
S1-575308	S2-379208572,S2-633148108,S3-712469940
S1-313078	S2-763490089,S2-938596604,S3-861877449,S3-950997257
S1-267742	S3-203116800,S3-321226651
S1-332604	S2-871710721,S3-489393926
S1-520593	S2-344819509,S2-210237222,S2-202322819,S3-621196141,S3-319577425
S1-725021	S2-688457466,S2-930760177,S3-15058449
S1-431744	S2-684438294,S3-658420844,S3-612222443
S1-475913	S3-487109510,S3-205458911
S1-572371	S2-41516103,S2-810458799,S3-253520274,S3-411485782,S3-673923888,S3-107812750
S1-608990	S2-415415178,S2-93797944,S3-152913426
S1-448163	S2-669997741,S2-22193509,S3-166437760
S1-516462	S2-974527675,S3-948575324,S3-624148058,S3-614496748
S1-187563	S2-664891594,S2-354450544,S3-802784203
S1-500958	S2-371690900,S3-397783425,S3-802726618,S3-539385858,S3-314879246
S1-740106	S2-79818505,S2-699005879,S3-662803477,S3-349399220
S1-615664	S2-921002278,S3-806147930,S3-983131788,S3-826843832,S3-727165532,S3-768036718
S1-516776	S2-318535964,S3-775523394
S1-797675	S2-444076698,S2-875468975,S2-223793696,S3-125588598,S3-676546252
S1-154587	S2-777598492,S3-179033580,S3-386267104,S3-535437891
S1-621678	S2-287091416,S2-972156981,S3-453409454,S3-496856385
S1-695993	S2-353609673,S2-686006639,S3-903997957,S3-345912866,S3-796144470,S3-368325335
S1-346687	
S1-796087	
S1-34951	S2-525843928,S2-767324235,S3-933066805,S3-778905269,S3-808107987
S1-240629	S2-48869075,S2-782636760,S2-335110580
S1-103027	S2-676147037,S2-102237328,S3-238346196
S1-315867	S2-6853623,S2-789849691,S2-793209259,S3-307418063,S3-690681624,S3-267770583
S1-79294	S2-763778733,S2-914191843,S3-597246177,S3-585077627
S1-423389	S2-510607996,S3-491072350
S1-61545	S2-53016701,S2-675189747,S3-41644262,S3-380130314,S3-851779072
S1-545038	S2-515658561,S3-492366414,S3-522359783
S1-345898	S2-426496575,S2-681186881,S3-525369573
S1-344221	S2-705317248,S2-880032912,S2-655898544,S2-159631080,S3-17291690,S3-479599265,S3-744700681
S1-7265	S2-805555068,S2-791199572,S3-118215005,S3-989517313
S1-336159	S2-162661325,S2-913467522,S2-218628539,S3-402539145
S1-288815	S2-276877051,S3-319730322
S1-827481	S2-172616952,S2-74677784,S2-858283030,S3-298493056,S3-620074362,S3-823722120
S1-684568	S2-853440372,S2-315230639,S2-309550501,S3-689782548,S3-867478772,S3-970358552
S1-715940	S2-403374049,S2-674742139,S2-259771941,S3-248317579
S1-268850	S2-392058405,S3-857132957,S3-866308545
S1-273324	S2-76597980,S2-657386537,S2-626409206,S2-912050253,S3-287722886
S1-765976	S2-92940264,S2-685233619,S2-756339829,S3-747150583,S3-682419743
S1-772039	S2-201386913,S3-513849759,S3-229690355,S3-565437621,S3-227174999,S3-323967912
S1-666609	S2-238902518,S3-547798784
S1-790448	S2-791391846,S2-751827409,S3-847042859,S3-423106240,S3-121234593
S1-34286	S2-324430566,S3-587135160,S3-184717165,S3-136798364
S1-33691	S2-260433756,S2-274212486,S2-890483622,S2-398828349
S1-380519	S2-116241143,S2-144017886,S3-706216558
S1-332050	S2-759616061,S2-729105715,S2-687189538,S3-602078846
S1-149691	
S1-321493	S2-810345878,S2-537058248
S1-637031	S2-727852723,S2-267672761,S3-347271538,S3-764136151
S1-168885	S3-182706761
S1-22109	S2-206334792,S2-346786226,S3-298138886,S3-359606866,S3-837532009,S3-594866550
S1-371076	S2-320109261,S2-956153260,S2-255879941,S3-576059848
S1-541258	
S1-151601	S3-259678592
S1-343516	S2-779791783,S3-807854536,S3-903432019,S3-591384634,S3-586829000
S1-220486	S2-709319883,S2-895786429,S3-907595255,S3-729565040
S1-284114	S2-643725921,S2-378946824,S3-22834496
S1-403565	S2-306480517,S3-67060585
S1-341983	S2-56977350,S2-842492434,S2-561092298,S3-810660343,S3-472444925
S1-794285	S2-567774095,S3-856067608,S3-566212900
S1-812032	S2-939844114,S2-576228229,S3-480504990,S3-617015025,S3-94970455,S3-842559062
S1-722614	
S1-855890	S2-985460085,S3-199845279
S1-755381	S2-198654642,S2-745060232,S3-631605196
S1-331016	S2-648962786,S2-423268655,S2-555013325,S3-927413661,S3-686728451
S1-613589	S2-583017100,S2-977114066,S3-29787799
S1-293996	S2-359121288,S2-81444801,S3-874997849,S3-534196593,S3-337554724,S3-725206009
S1-614880	S2-330077310,S2-158257669,S2-578971840,S3-98251923,S3-428283720
S1-187358	
S1-474784	S3-939014710
S1-739513	S2-678756537,S3-488105987,S3-858766728
S1-93966	S2-149035693,S2-208680051,S3-165219003,S3-98580147
S1-375967	S2-215603865,S3-110348191,S3-905954019,S3-295417704
S1-592927	S2-981492030,S3-125957636,S3-660539684
S1-442172	S2-78370376,S2-613228019,S2-215790463,S2-101629384,S3-357208552
S1-367075	S2-737893214,S3-106632997,S3-464314971
S1-831995	S2-735543203,S2-386677910,S3-701960702,S3-818440695,S3-83120312
S1-734978	S3-322008572
S1-156611	S2-474345600
S1-752854	S2-541536088,S3-488669657,S3-393326236
S1-265733	S2-682138090,S3-852361569
S1-241835	S2-217766734,S3-8161054
S1-549872	S2-683875373,S2-160456711,S3-41240191
S1-625690	S2-132251835,S2-959578168,S3-391946354
S1-81274	S2-169622964,S2-759220685,S2-818928247,S2-585378570,S3-624756587,S3-464584637,S3-915621237
S1-151801	S2-409718599,S3-614547205,S3-822342516
S1-91522	S2-798731220,S3-460075327
S1-393243	S3-508977739,S3-235307905
S1-12127	S2-123993129,S3-965132380,S3-728013525,S3-971436292,S3-123930017
S1-200581	S2-847927652,S3-13248867
S1-250777	S2-47488572,S2-835947735,S3-858412402
S1-452846	S2-504853240,S3-256821324
S1-253768	S2-845758609,S3-169109045,S3-736117255
S1-732119	S2-830692694,S2-42506922,S3-228783098,S3-845426950
S1-529587	S2-801881520,S2-718417736,S3-371632571
S1-113815	S2-121535820,S2-250531438,S3-988265617
S1-524313	S2-652214438,S2-696430454,S3-932365307,S3-729805358
S1-709679	S2-270503335,S2-270074763,S3-165908709,S3-138078812,S3-749146900,S3-98965399,S3-867223282
S1-452111	S2-458387209,S3-582789770,S3-396733762
S1-535885	S2-250495077,S2-395732225,S2-886620493,S3-350587848
S1-42818	S2-761579482,S3-457677377,S3-462578151,S3-833020895
S1-616490	S2-191509222,S2-198769291,S3-463453591
S1-791482	S2-371032405,S2-268102408,S3-787624842,S3-956637010
S1-148645	S2-438947179,S3-55916914
S1-844342	S2-356282225,S3-651646186,S3-719061346,S3-151579941
S1-848582	S3-870143913
S1-611342	S2-349648644,S3-308243208,S3-309012898,S3-711853937,S3-452293487,S3-507680473
S1-265589	S2-821917474,S2-122965451
S1-734874	S2-725726994,S2-646295996,S2-143046375,S2-435255315,S3-850344981
S1-294225	S3-164369524,S3-495800039,S3-78080905
S1-649728	S2-450306311,S2-835485129,S3-106057193
S1-720476	S2-386413446,S2-50582300,S2-831346305,S3-186237281,S3-428108250
S1-398742	S2-559009878,S2-820234462,S3-447114243,S3-883918586,S3-7137305
S1-563170	
S1-246963	
S1-710093	S2-183848226,S3-1354875,S3-984869444
S1-673478	S2-801949777,S2-658106899,S3-977003802
S1-20070	S2-995727816,S2-280977792,S2-623187281,S3-431029930,S3-531658579,S3-192314614
S1-221504	S2-134861487,S2-459080612,S2-302327967,S2-444386968,S3-623919151,S3-715081441
S1-548620	S2-200060335,S2-949269792,S2-881497520,S3-954556464
S1-271812	S2-124213568,S2-735111517,S3-426555084
S1-416753	S2-639891075,S2-465158220,S3-47450444,S3-114037499
S1-814573	S2-180909555,S2-805239189,S3-95707862
S1-217	S2-300834400,S3-601237529
S1-451680	S2-570081313
S1-343271	S2-967350220,S2-863946350,S3-512140949,S3-358107862
S1-430870	S2-824652482,S2-560376741,S2-879113178,S3-691292150,S3-687046172
S1-820656	S2-891184360,S3-791565940,S3-726182432,S3-680160872
S1-339225	S2-928207085,S3-23733955,S3-598577856,S3-555131582,S3-781834076
S1-591860	S3-73278090
S1-209906	S2-658903009,S2-478155716,S3-955832119,S3-27339105
S1-123977	S2-219252972,S2-424739403,S2-540302908,S2-109894873,S3-998791042,S3-205445511
S1-115962	S2-880140198,S2-4444684,S3-437293035,S3-28481403
S1-684243	S2-165324755,S2-39997541,S2-930321149,S3-688810813,S3-754793741,S3-594204415
S1-796056	S2-427418969,S3-383988950
S1-737800	S2-67464844,S2-877549502,S3-320644109,S3-381584605,S3-46213160,S3-971567110
S1-795376	S2-956701640,S2-646461164,S2-849295710,S3-547930271,S3-974559078,S3-305034688,S3-857339667
S1-247509	S2-976759322,S2-322346721,S3-643456681,S3-631725127
S1-88936	S2-778119153,S3-765377842,S3-959867392,S3-146453394
S1-836324	S2-24733530,S2-925990705,S2-108439685,S3-481223953
S1-111900	S2-925813979,S3-441083613
S1-19568	S3-391277153
S1-445501	S2-829360203,S3-118549506,S3-484046005
S1-709298	S2-930976842,S3-790248143
S1-140604	S2-270697411,S3-120149146,S3-245770634
S1-735956	S2-284248449,S2-688587775,S3-999118525
S1-472276	S2-674930324,S3-5079267,S3-530318687
S1-422212	S2-849590342,S3-973884802,S3-596828208,S3-867414120
S1-238329	S2-446705346,S2-948266831,S3-150232197,S3-580746501
S1-385622	S2-632081162,S3-703021044
S1-685125	S2-641602371,S2-31136076,S2-324236258,S3-963694942,S3-291045076
S1-621209	S2-634123138,S2-476999290,S3-365869994
S1-723908	S2-404431662,S3-365908674,S3-268645751,S3-656934246
S1-665390	S2-179562944,S2-959040669,S2-690969859,S3-700876626
S1-365442	S2-70532832,S3-314628920,S3-907960085
S1-99189	S2-142573014,S3-966756044,S3-179817562,S3-522892501
S1-476418	
S1-250386	S3-719869233
S1-257231	S2-908123687,S2-552886720,S3-117974587
S1-58194	S2-461702725,S2-461281895,S3-434758772
S1-95662	S2-595507179,S3-567362532,S3-640732950,S3-274271122
S1-101551	S2-54036241,S2-945041492,S2-329933167,S2-721453172,S3-140334655,S3-533486664
S1-333806	
S1-817129	S2-956911381,S3-542059758,S3-361823108
S1-106304	
S1-829926	S2-503628808,S2-574622330,S3-183894560
S1-736217	S2-890749616,S2-395915025,S3-482281517,S3-486866025
S1-598153	S2-600933791,S2-112792967,S3-666677033,S3-938622267,S3-385396486,S3-499809471,S3-405030811
S1-656449	S2-469529496,S2-72664786,S3-776770765,S3-836891329
S1-140054	S2-36105491,S2-942056560,S3-726246654,S3-113302844
S1-340234	S2-158940805,S2-415593526,S3-846634693
S1-311565	S2-207219765,S2-100547400,S3-200790486,S3-834503750
S1-765767	S2-460406578,S2-887746709,S3-904496731,S3-750358825,S3-682055565
S1-793759	S3-427488260
S1-455452	S2-356546039,S3-173261683
S1-193426	S2-432858861,S3-103730121,S3-548855526,S3-839139191
S1-578578	S2-541002348,S3-138311840
S1-176210	S2-912691831,S3-756975802,S3-911287241
S1-574000	S2-123454096,S2-312684798,S3-710640398,S3-591219244
S1-12168	S2-869675537,S3-100362414
S1-385835	S2-598435002,S2-15654943,S3-401045562,S3-827875925,S3-52659541,S3-260478224
S1-829056	S2-948920334,S2-113188909,S2-438619992,S3-241154128,S3-609803183,S3-564219263,S3-186736541
S1-594291	S2-442880910,S3-249494290,S3-799905729
S1-669294	S2-630135909,S3-322178790,S3-176186297,S3-948836884
S1-784842	S2-550178960,S2-652377362,S2-473900331,S3-341435538,S3-523166023,S3-969202093,S3-929059581
S1-89134	S2-792577886
S1-639621	S3-419381539
S1-293858	S2-279178334,S2-864638971,S2-356541821,S2-255472553,S3-581588230,S3-985806524,S3-932685057
S1-397239	S2-23666286,S3-500438381,S3-688188331,S3-320121424
S1-24790	S2-205834539,S2-209410512,S2-785628038,S2-377716116,S3-104029623,S3-623855511,S3-968645439,S3-619004435
S1-134858	
S1-423676	S2-566540340,S2-796577990,S2-167012731,S2-870067012,S3-861742375
S1-123725	S2-538764125,S2-678166396,S3-767383637,S3-508364549
S1-63128	S2-42783374,S2-312429429,S3-18182031,S3-301169173
S1-227455	S2-406117002,S3-179065900,S3-509660030
S1-847684	S2-34718662,S2-46299141,S3-464488474,S3-740984725,S3-197447044
S1-527928	S2-20314543
S1-499485	S2-120205366,S3-793703548,S3-534056719
S1-391758	S3-303659594,S3-175333685
S1-360864	S2-550743574
S1-698631	S2-436076214
S1-465167	S2-390603429,S3-135856643,S3-271634490,S3-70047003
S1-434084	S2-306269840,S2-272961387,S3-926214632,S3-9993128,S3-289448195,S3-247315988
S1-247523	S2-875097183,S3-294075224
S1-309275	S2-691670898,S3-374044014,S3-499870580
S1-819955	S2-12359957,S3-728475235
S1-234536	S2-773770557,S2-169734704,S2-814374217,S3-664530546
S1-597290	S2-694620080,S3-355376754,S3-376592782,S3-32748633,S3-167933603
S1-606336	S2-314067388
S1-213237	S2-914346007,S3-817667143,S3-841617077,S3-570750246
S1-133903	S2-151068577,S2-14665990,S3-386127888
S1-786114	S2-611812483,S2-501949351,S3-331423548,S3-673097826
S1-258326	S2-672049577,S2-355192726,S2-379515090,S3-465404305,S3-118174396
S1-59475	
S1-713747	S2-74742814,S3-400337003,S3-312982939
S1-240833	S2-939828687,S2-270336937,S3-528486549,S3-330590241
S1-820458	S2-403927449,S2-455177648,S3-249493351
S1-738783	S2-974053483,S2-582883361,S3-128208175
S1-848600	S3-20928123,S3-554456770,S3-810237023
S1-119248	S2-36659515,S2-715158297,S2-193517202,S3-558189186
S1-693089	S3-648453605,S3-479942380,S3-929747700
S1-814217	S2-604720584,S2-50829619,S3-873746405,S3-947955920
S1-826139	S2-781454282,S3-74069865,S3-430996561
S1-757717	S2-299949273,S3-376826870
S1-14317	S2-493331346
S1-146470	S2-98557792,S3-62039402,S3-512867187,S3-965477478
S1-441252	S2-767231136,S2-840045532,S3-695264629,S3-984436642,S3-995099166
S1-635841	S2-366712250,S2-337351076,S3-693972658,S3-228503479,S3-235729452
S1-407104	S2-93848894,S2-644360856,S3-455070417,S3-670559120
S1-207301	S2-710354408,S2-47547237,S2-960938810,S3-394050450
S1-535526	S2-969412178,S2-868374192
S1-791551	S2-12233257,S3-364567964,S3-254374370,S3-229528346,S3-377675536
S1-378267	S2-87390301,S2-631776207,S3-843395531
S1-314275	S3-304507004,S3-421375900
S1-315161	S2-656823995,S2-226633435,S3-184678579
S1-848254	S2-138147310,S2-744515789,S3-17840458,S3-142377956
S1-420446	S3-535701078
S1-354832	S2-869337055,S2-203465139,S3-625969539,S3-79563855,S3-210125461
S1-155438	S2-973282341,S2-213919453,S2-474576592,S3-542209724,S3-979292555
S1-605095	S2-113849048,S2-853552387,S3-251535239,S3-274549175
S1-357753	S2-654309014,S3-465846546,S3-733687689
S1-622392	S2-2721513,S2-309152982,S3-519018967
S1-444666	S2-477827001,S3-593451215
S1-305482	S2-973477915,S2-668888112,S2-530854948,S3-465073313
S1-49554	S2-5870595,S3-660761211,S3-808824686,S3-269314362,S3-47129108,S3-2697520
S1-494377	S2-64852024,S2-957501200
S1-739282	S3-996541929,S3-930410033
S1-454448	S2-817595124,S2-200523657,S2-81717701,S2-447752317,S3-358532982,S3-582118979,S3-422028871,S3-690923014
S1-584573	S2-182729276,S2-286833456,S2-733676904
S1-323815	S2-476157059,S2-820526176,S3-353825972,S3-16177859,S3-998364460
S1-463715	S2-872388081,S2-399149640,S3-589711661,S3-559395682,S3-317691862
S1-584866	S2-159886065,S2-623976664,S3-632074196,S3-906774382
S1-826455	S2-950766705,S3-270356956
S1-664165	S2-924970286,S3-89345311
S1-558477	S2-68643440,S2-945408045,S2-222438963,S3-159916962,S3-210468671,S3-320889442
S1-193303	S2-763753041,S3-668776760
S1-154664	S2-160418047,S2-977510970,S3-432190506,S3-275148706
S1-818599	S2-514252560,S3-121298123,S3-631310340,S3-124822342,S3-519586596
S1-333801	S2-43971182,S2-947425772,S3-40685491,S3-949189711
S1-600240	S2-287521785,S3-540812356,S3-837531690
S1-175018	
S1-491265	S2-996169496,S2-481987164,S2-495217550,S3-655448625,S3-145733550,S3-795304960
S1-651605	S2-110272024,S2-616156967,S3-867517963,S3-449029905
S1-347277	S2-987905906,S2-548686868,S3-517500086,S3-648161879
S1-303558	S2-976123576
S1-487430	S3-937832757,S3-749945207,S3-923770990,S3-87327581
S1-575993	S2-89204143,S2-92770176,S2-579844777,S3-478603714,S3-782624172
S1-400166	S2-861080873,S2-882270945,S3-322487171,S3-126019289
S1-575521	S2-971055728,S2-199407747,S2-357301402,S2-595795308,S3-337363020
S1-711321	S2-950872119,S3-771639227,S3-484830259,S3-59199252,S3-168398877
S1-798220	S2-992234551,S2-416337622,S2-398106056,S2-914672696,S3-728699482
S1-709911	S2-618207614,S2-77983787,S3-317787534,S3-851071507
S1-709265	S2-819668674,S2-925631489,S3-901793857,S3-527430933,S3-439253594
S1-124852	S2-461220888,S3-951984538,S3-611792909
S1-482879	S2-941557482,S2-21443429,S2-412870493
S1-827243	S2-963448111,S2-192102219
S1-415273	S2-258721905,S3-313255335
S1-572157	S2-42145766,S2-402384005,S3-356095111
S1-521058	S2-886650688
S1-387964	S2-519651120,S3-832272966,S3-106572895,S3-865571282
S1-285409	S2-911341993,S2-786397481,S2-472786489,S3-214175814,S3-692644896,S3-472287903
S1-473722	S2-954736400,S2-65595791,S2-291984783,S2-475071552,S2-104778806,S3-766252781,S3-894947902,S3-192838616
S1-593504	
S1-308286	S2-43166251,S2-724872161,S3-891601907
S1-820925	
S1-508585	S2-74183640,S2-461221924,S2-666266948,S3-854413761,S3-869987226
S1-214134	S2-210550829,S3-425763837
S1-225511	S2-319222116,S2-557918073,S2-437490370,S3-490048591
S1-342075	S2-775926134,S2-428532426,S3-277782689,S3-765086008,S3-138819682
S1-652946	S2-659762254,S2-475584230,S2-762883468
S1-134363	S2-336127935,S2-486463868,S3-517993210,S3-767329856
S1-431279	S2-877358057,S3-12403236,S3-53627100
S1-639808	S2-973928460,S2-175211348,S3-5346674
S1-778104	S2-294848078,S2-953909599,S2-813970353,S3-928280084,S3-31659974,S3-234559078,S3-682477203
S1-803872	S2-264445148,S3-66436661,S3-496831267,S3-96496494
S1-660165	S2-496775355,S2-402563125,S3-507524790,S3-650896158,S3-226817438
S1-715799	S2-388269667,S3-924010559,S3-740105949,S3-564346198
S1-568112	S2-90080980,S3-588037280,S3-661684762,S3-618212048
S1-68357	S2-258091338,S3-318666604
S1-156121	S2-452875255,S2-130577255,S2-928882091,S2-581178112,S2-900162503,S3-484494707,S3-65093766
S1-213362	S2-5672127,S2-563356789,S3-821684523
S1-15163	S2-315551870,S3-53748465,S3-221144387
S1-747175	S2-322348130,S3-77157390,S3-567976801,S3-725351233
S1-570374	S2-584275807,S3-696454887,S3-266861847
S1-499197	S2-112911070,S2-106026431,S2-928434911,S2-269548103,S3-707201605,S3-36927534,S3-725453200
S1-243756	S3-178839686
S1-394004	S2-508153210,S2-278792310,S3-506897108,S3-378065699
S1-606511	S2-975581858,S2-610257565,S2-722434033,S2-698828677,S3-347533295,S3-835695580
S1-236128	S2-972155062,S2-981212039,S3-68229312,S3-970277628,S3-499055032
S1-362520	S2-641935299,S3-416024708,S3-75956123,S3-216455007
S1-814429	S2-430756312,S3-58843345
S1-303609	S2-543797868,S3-117889337,S3-602567544,S3-438778417
S1-779562	S2-932715199,S2-164207294,S3-566675192,S3-928341969,S3-953647191
S1-432542	S2-947755043,S2-934831533,S3-722177121
S1-615660	S2-756189206,S3-448632868,S3-440875234,S3-498838897
S1-389553	S2-232248800
S1-173059	S2-719707908,S3-327666917
S1-567512	S2-762945016,S3-666272170
S1-343571	S2-722585960,S3-615485916,S3-233504032
S1-449260	
S1-125359	S2-582959799,S2-163856884,S2-328573517,S3-295023139,S3-578043294,S3-532501967
S1-491632	S2-259876550,S2-308258835,S3-337280445
S1-497918	S2-878672219,S2-768547634,S2-221011226,S2-34454173,S3-26088327,S3-658887919
S1-821499	S2-138905299,S3-217421298,S3-950576998
S1-811483	S2-700602449,S2-227991597,S3-909617053,S3-924535724
S1-729127	S2-170385378,S2-958588210,S3-811752016,S3-457074925
S1-156950	S2-12212516,S2-321634432,S2-606664117
S1-267908	S2-401537100,S3-364575858,S3-879558040
S1-266912	S2-663151080,S2-63780372,S2-271697700,S3-36141244
S1-95337	S2-188677616,S3-484258790
S1-146601	S2-809798227,S3-254285860,S3-661847754,S3-722257810,S3-389710661
S1-456126	S2-456754520,S2-756416578,S2-883371382,S3-605273647,S3-6968562
S1-450418	S2-490328597,S2-688934073,S3-634663185
S1-858553	S2-364109948,S3-790088097
S1-350966	S2-507866255,S3-687612929
S1-188830	S2-427234688,S2-954655968,S2-333679601
S1-279164	S2-558092123,S2-162707410,S2-295468115,S3-509951588
S1-158525	S3-623695833
S1-339074	S2-231210876,S2-42324877,S2-232636187,S2-375027913,S3-212582041,S3-108474442
S1-846771	
S1-672725	S2-620507217,S3-738820183,S3-76266067
S1-174798	S2-132324744,S3-298896203
S1-604206	S2-515423882,S2-803174218,S3-698817285,S3-492502419
S1-449809	S2-17758848
S1-332633	
S1-488588	S2-691496527,S2-851799176,S2-624884316,S3-159560144
S1-636784	S2-777919786,S2-27662407,S2-528541281,S2-214012602,S3-196038887
S1-381901	S3-525124078,S3-842253580
S1-545108	S2-361154909,S2-96083480
S1-45145	S2-535298770,S2-161456714,S2-464808906
S1-17977	S2-544332342,S2-927326540,S2-919212460,S3-962517495
S1-275633	S3-540428157,S3-632277029
S1-494637	S2-566410040,S2-638492353,S2-819710214,S2-684346783,S3-794054914
S1-312110	S2-506585710,S2-109006420,S3-699456897
S1-361301	S2-21042557,S3-311870926,S3-412167717,S3-515862340
S1-148931	S2-367091742,S3-391673598
S1-726876	S2-288889460,S3-803919466
S1-816244	S3-69952977,S3-863138635
S1-794576	S2-477848937,S2-65585239,S3-187479852,S3-47410138
S1-738713	S2-368791778,S2-336278071,S3-908685958,S3-383798525
S1-278839	S2-634270660,S2-437498969,S3-3032714
S1-806344	S2-421642382,S2-724082256,S2-273984133,S3-555636645
S1-229982	S3-398375654
S1-746333	S2-509606003,S2-553514512,S2-537699604,S2-539988321,S3-565548474,S3-95135682
S1-853557	S2-864148371,S3-236808293,S3-59005620,S3-152214097
S1-363788	S2-534295194,S2-928723276,S3-580250520
S1-615096	S2-204089481,S3-955986280,S3-893872873,S3-731726508
S1-389928	S2-520101605,S2-407623127,S3-993352799,S3-423612315,S3-195059012
S1-14897	S2-294242675,S2-234355590,S3-743404813,S3-180521897,S3-395357617
S1-395438	S2-127887687,S3-227470944,S3-324569006
S1-26838	S2-227750048,S2-31410876,S3-855660980,S3-379182314,S3-492101868
S1-652012	S2-653067040,S2-920587222,S3-594314561,S3-839270837,S3-930745961
S1-62156	S2-715523519,S2-583468929,S2-165016734,S3-5785009,S3-372744245,S3-499704928
S1-4232	S2-665191460,S2-898197182,S3-629201408
S1-432070	S2-549494383,S3-286258596,S3-584587312
S1-640206	
S1-848425	S2-639776186,S3-163194922,S3-696274994
S1-680990	S2-227013046,S2-631059994,S2-962321919,S2-456191949,S3-444533913,S3-330458583,S3-474680105
S1-415917	S2-267501109,S2-338452023,S2-273625715,S2-510678943,S3-149400140,S3-465428075,S3-769360135
S1-410135	S2-882983402,S3-414955484
S1-696511	S2-336857321,S2-607625336,S3-41693684,S3-784819716
S1-126670	S2-157542970,S2-638326877
S1-560110	
S1-230246	S2-400111451,S2-882212274,S3-719934480
S1-217393	S3-887762681,S3-905343629
S1-68630	S2-172836505,S2-120567280,S3-804743234
S1-512133	S2-87199947,S2-154562622,S2-455126914,S3-275978956
S1-222156	S2-502510517,S2-13956465,S3-812977358,S3-544881401,S3-674277034
S1-39780	S2-752953510,S2-255975597,S3-959917538
S1-371709	S3-235890176,S3-362413602,S3-953150753,S3-291244007
S1-430561	S2-517829444,S3-48964599
S1-610336	S3-894386038,S3-659156931
S1-187002	S2-957596405,S3-212624662,S3-600873032
S1-108175	S2-178776746,S3-187875095,S3-671454931,S3-155754421
S1-475235	S2-750781511,S2-409670816,S3-743305540,S3-848496756,S3-130953181
S1-46789	S2-480951048,S3-539757634,S3-928617252
S1-595357	S2-82337028,S3-512769521,S3-840462715
S1-117290	
S1-800010	S2-609776875,S3-169993806,S3-814925504
S1-350341	S2-606306301,S2-147260724,S3-293400151,S3-768587410
S1-583170	S2-339146648,S2-387497434,S3-49178413,S3-709011764
S1-87197	S2-744328662,S2-917603610,S2-40741854,S3-970210648
S1-576429	S2-314834135,S3-583648405,S3-251983078
S1-231069	S2-192791449,S2-902130334,S3-590770889
S1-547989	S2-514111700,S2-784016181,S3-73427298
S1-701354	S2-675698386,S2-782473634,S3-482571671,S3-135094973,S3-617998690
S1-674920	S2-559457097,S2-839361610,S2-915436853,S2-622956673,S3-447094448
S1-637292	S2-536694744,S3-241595955
S1-652154	S2-779600213,S2-664942119,S2-402952845,S3-154667557,S3-322450874,S3-369565422,S3-383201733,S3-609012140
S1-687358	S3-91163017
S1-478702	S2-962599028,S2-877167318
S1-574027	S2-787811237,S3-797615421
